Title,Creator,Contributors,Extent,Date,Source,Subject,Description,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Church bulletin, 1955 August 7, Bethel African Methodist Episcopal Church worship service, back cover",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea32-19,,,"DIRECTORY
J. ARTHUR HOLMES, Minister____________________Residence: 1910 Oak Street, Talephone 4-7080, Study Phone 6-1716
Dr. B C. CUNNINGHAM, Presiding Elder ______________________319 North Street, Telephone 6-6266, West Columbia, S. C.
RT. REV. F. M. REID, Presiding Bishop________________________________Residence: 2322 Taylor Street, Telephone 2-7722
STEWARDS
E. M. Pressley, Secretary
E. H. Ruff, Treasurer
David Bethea
B.	A. Blocker
Osgood Davis
R. W. Mance
W. J. Gilliam
C.	W. Madden
John Martin
R. L. Pegues
George Richmond
Gary Rollinson
M. P. Ruff
J. M. Woodberry
H. G. Thompson
Henry Webber
S. A. Heyward
Paul Moses
CLASS LEADERS
Mr. George Richmond
Mrs. C. E. Mundle
Mr. Gary Rollinson
Mrs. Osgood Davis
Mr. E. H. Ruff
Mr. Robert Young
Mr. M. P. Ruff
Mr. S. A. Heyward
Mr. William Whaley
Mr. Paul Moses
Mr. Humbert Smith
TRUSTEES
E. R. Russell, Secretary
Elliott Robinson, Treasurer Kike Epps DeWitt Love Thomas Sanders Thomas Pettigrew John Mack Joseph Freeman W. H. Harvey *
JUNIOR TRUSTEES
George Hampton
Charles Dunmore Bura Walker Joseph Ruff Frank Vance, Sr. R. B. Scott, Jr.
Herman Perry Lester Williams Wallace Brisbon
Mr. J. W. Trezevant
Mr. B. A. Blocker Mr. J. M. Woodberry Mr. H. W. Webber
Mr. Ellis Dixon Mr. John Martin Mr. E. M. Pressley
Mr. David Bethea Mr. Lester Williams Mr. William Johnson * Mr. James Thompson * Mr. Glover Whitener *
* Honorary
STEWARDESSES
Mrs. Carrie Mundle, Pres.
Mrs. Mattie Ruff, Vice Pres.
Mrs. Minnie Love,
Mrs. Nellie Ford
Mrs. Pauline Reese Mrs. Bessie Thompson Miss Benzena Martin Mrs. Ruth Richardson
STEWARDESS BOARD NO. 2
Mrs. Sarah Collins, President Mrs. M. T. Smith, Vice Pres. Mrs. Annie Sartor, Sec’y Mrs. Ida Brown, Treas. Mrs. Hattie Burton Mrs. Janie Blue
Mrs. Mary Coleman
Mrs. Minnie Searls
Miss Irene Conners Miss Lannie Kennerly
* (Honorary) Mrs. Rosanna Felder Mrs. Mattie Ruff
* (Associate)
Mrs. Rebecca Dickerson
JUNIOR STEWARDESSES
Mrs. L. C. Mance, President Mrs. Sarah F. Nance, Treasurer Mrs. Zenobia Dixon, Secretary Mrs. Mamie G. Avery Mrs. Blanche Blocker Mrs. Josie Cheesboro Mrs. Vanilla Clark Mrs. Almeta Duncan Mrs. Louise Gary Mrs. Ethel Pinckney Mrs. Lula Goodwin
Mrs. Annie Holmes Mrs. Sallie Howard
Mrs. Irene Jorden Mrs. Helen Kyer
Mrs. Geneva Lewis Mrs. Ethel Lowry
Mrs. Grace Robinson
Mrs. Emma Smalls
Mrs. Sadie Sullivan
Mrs. Frances Thomas • Mrs. Grace Washingtor
Mrs. Carrie Devault
Mrs. Fannie Jones
MORINING WORSHIP—Each Sabbath Morning at 11:30 A. M. _______________________-EVENING WORSHIP—At 7:30 P. M.
CHURCH SCHOOL—At 10:00 A. M., Mr. Henry Webber, Supt. ; Mr. William Whaley, Asst.; Miss Delores Dickerson Secretary;
Miss Carrie Lyles, Organist.
YOUTH CHURCH—Each Sth Sunday at 11:30 A. M. Training School 1st and 3rd Wednesdays, from 5:30 to 6:30
SENIOR CHOIR—Mr. R. H. Sullivan, Choirmaster ___________________________________Mrs. Margaret Thornton, Organist
JUNIOR CHOIR—Dr. R. W. Mance, Choirmaster ________________________________________Mrs. Margaret Thornton, Organist
SCHEDULE OF MEETINGS
Official Board ____________________________________________________________________Each Monday after 1st Sunday, 8:00 P. M.
Steward Board______________________________________________________________________— Each Monday after 3rd Sunday, 8:00 P. M.
Trustee Board _____________________________________________________________________— Each Monday after 2nd Sunday, 8:00 P. M.
Class Meeting_____________________________________________________________________— Each Tuesday, 7:30 P. M.
Senior Choir Rehearsal ___________________________________________________________Each Friday, 8:00 P. M.
Junior Choir Rehearsal____________________________________________________________•— Each Wednesday, 8:00 P. M.
Stewardess Board No. 1____Mrs.	Carrie Mundle, Pres. ______Mrs.	Minnie Love, Sec. ----Each	3rd	Tuesday, 5:00 P. M.
Stewardess Board No. 2____Mrs.	Sarah Collins, President	— Mrs.	Annie Sartor, Sec. —. Each	1st	Friday, 5:00 P. M.
Junior Stewardess Board, Mrs.	L. C. Mance, President ____Mrs.	Zenobia Dixon, Sec. — Each	2nd	Wednesday, 5:00 P. M.
Missionary Society ______Mrs.	Edith R. Holmes, President _Mrs.	Maude McCleallen, Sec... Each	1st	Tuesday, 5:00 P. M.
Pulpit Aid Board _____... Mrs. Mattie Ruff, President ______Mrs. Essie Cooper, Sec. — Each Monday after 3rd Sunday, 6:00 P. M.
Waverly Club ____________Mrs. R. C. Chappelle, President	— Mrs.	Julia Woodberry, Sec.— 2nd Tuesday each month
Young Matrons Club ______Mrs. Elise Martin, President ______Mrs.	Katherine Ruff, Sec.— Each 1st Monday, 8:00 P. M.
Trustee Helpers _________Mrs. Pauline Reese, President	__Mrs.	Mildred Ruff, Sec Each 3rd Sunday, 5:00 P. M.
Floral Club _____________. Mrs. Eugenia D. Higgins, Pres... Mrs. Mamie Avery, Sec -------Each 2nd Sunday, 5:00 P. M.
Nurses’ Guild ___________Miss M. L. Little, President ______Mrs.	Lula B. Garrett, Sec.__ Each Wednesday after 1st Sunday	8	P.	M.
Ushers Board ____________Mr. B. W. Pressley, President	..Mrs.	Arzille Pressley, Sec — Each Wednesday after 1st Sunday	8	P.	M.
Willing Workers Club ____S^^N^ryis Kirkl^ftd, President	— Miss	Hattie Counts, Sec.— Each Wednesday after 1st Sunday	8	P.	M.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1173,1173,1174.jp2,/adamsea/image/1174.jp2
"Letter, 1955 August 10, Frank Madison Reid to district pastors announcing a get-together",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Correspondence;Letters,adamsea32-20,,,"*35?
CONFERENCES
CONFERENCES
SOUTH CAROLINA
COLUMBIA
NORTHEAST
RESIDENCE
2322 Taylor Street
Columbia, S. C.
African Urthnhiai Episcopal QHptrclj
Siwnth ^isrupal District
(EMBRACING SOUTH CAROLINA)
PALMETTO
PIEDMONT
CENTRAL
OFFICE Alien University
Shrank ^abisim ^eib, JV^., ^Jt
^restbing ^ishnp
August 10, 1955
INSTITUTION
Allen University
SUMMER OFFICE
4309 Enright Avenue
St. Louis, Mo.
Dear Christian Friend:
We are desirous of having a get-together of the Pastors and Presiding Elders of the Columbia area Saturday at 7:00 P, M. in Faith Hall for the purpose of cooperating in the entertainment of the State Congress, Pastoral Clinic, and especially the Woman’s State Missionary Convention which will hold sessions in Bishop Memorial Church and Allen University, Which will, doubtless, need some homes in the community.
Please pass the word along and be present Saturday Evening at 7:00 o’clock.
Brotherly yours,
Frank Madison ""Reid
FMR/ndt",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1174,1174,1175.jp2,/adamsea/image/1175.jp2
"Article, 1955 August 10, ""Racial Amity and Good Will Is S.C. Council's Mission"" by W.D. Workman, Jr.",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Articles;Writings,adamsea32-21,,,"Racial Amity And Good Will Is S. C Council’s Mission
AUG 10 1955
By W. D. Workman, Jr.
A little organization with a big mission is seeking to bring South Carolinians around to the frame of mind that problems growing out of the Supreme Court’s anti-segregation decision can best be met by biracial amity on the local level.
The South Carolina Council on Human Relations has no specific answer or answers to the complex questions arising out of the segregation issue, but it does have the conviction that those answers necessarily will demand the best thought and action from responsible leaders of both races.
Along with that conviction seems to be the basic assumption that the state must move in the direction of compliance with the Supreme Court decision.
But even so, the Council is making no pronouncements of what should or should not be done. Its president, The Rev. J. Claude Evans, editor of the Methodist Advocate, describes himself as a “moderate” in the field of race relations and is frank to admit that he has no simple, sure solution to the problem growing out of the segregation decision.
He places his emphasis on the need for establishing more and better “communication” between the races, for finding out the facts involved in each local situation, and for making biracial studies of local involvements and possibilities.
The state executive director of the Council on Human Relations, Mrs. Alice N. Spearman, feels that the Council contributes more by stressing “processes” rather than panaceas.
In her constant movement a., bout South Carolina, she seeks to bring existing agencies into greater cooperation with one another on questions affecting race relations.
Logically enough, her attention is primarily concerned with the
problem of school segregation, and she is actively promoting the formation of study groups of citizens in communities where the problem is or is expected to become acute.
Only secondarily is she attempting to build up membership in the Council on Human Relations.
Actually, there are fewer than a half-dozen local councils in the entire state. Rock Hill is the most active, for it has been stimulated by an outspoken Catholic priest, the Very Rev. Maurice Shean, and enjoys a degree of official recognition in that Mayor Em-mette Jerome is a member of the state board and has appointed a Mayor’s Committee on Human Relations.,
In Anderson, the Christian Council on Human Relations is serving the same cause. In Spartanburg, the United Church Women are carrying on similar work.
Informal meeting are held elsewhere in the state, and the state Council has individual members scattered throughout South Carolina who maintain their annual $3.50 memberships or who make other contributions to the state or local work.
The South Carolina Council on Human Relations (and those of other Southern States) grew out of the Southern Regional Council.
Last year that organization, which is dedicated to “equal opportunity for all peoples in the South,” received a $240,000 grant from the Fund for the Republic.
(The Fund was established by the Ford Foundation in 1952 to preserve and extend individual rights).
The $240,000 grant is being spread among the Southern States to bolster state Councils on Human Relations. South Carolina’s Council will receive $10,000 for the period September, 1954-Sep-tember, 1955.
Added financial help, although
on a diminishing scale, will be provided for two more years, after which the Southern Regional Council “prayerfully” hopes that the state organization will be self-supporting.
At the moment, the South Carolina organization comprises only two full-time workers; Mrs. Spearman, and Mrs. Warren Greene, office manager. They maintain a small office at 1508 Lady Street, in Columbia.
Mrs. Spearman has long been active in activities and organization which seek to promote improved and expanded inter-racial understanding and cooperation. She is a native of Marion County, and earned a master’s degree in religious education from Columbia University after attending Converse College.
The Southern Regional Council, which could be described as the parent organization of the various Councils on Human Relations (although they are independent of its control) is the successor organization to the old Commission on Inter-racial Cooperation, founded after World War I.
Harold C. Fleming, assistant director of the Southern Regional Council, which has offices in Atlanta, says this of the organization:
“In essence, the Council’s approach rests on the belief that every Southern state and most Southern communities have people of both races who can work together as equals.
“Through their efforts, we be. lieve the South can adjust to the legal changes now required and ultimately achieve a society in which racial distinctions will be eliminated from public life.
“We see our role as that of encouraging and assisting with information and professional services the people who feel this way. We see little point in denouncing those who feel otherwise, but believe that in time many of them will come to share our views.”",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1175,1175,1176.jp2,/adamsea/image/1176.jp2
"Letter, 1955 August 11, J.R. Larkins of the Department of Public Welfare to Adams requesting church membership statistics",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Correspondence;Letters,adamsea32-22,,,"^3^9
// /^j?^
NORTH CAROLINA
DEPARTMENT OF PUBLIC WELFARE
ELLEN WINSTON COMMISSIONER
RALEIGH
August 11, 1955
Rev. E. A. Adams, Historiographer
A. M. E. Church
2113 Lady Street
Columbia, South Carolina
Dear Rev. Adams:
At the suggestion of Dr. R. W. Mance, Financial Secretary of the A. M. E. Church, we are writing you for information concerning your denomination. We are in the process of completing a study on The Negro Population of North Carolina, 1945-1955. One aspect of this study is concerned with the very important religious life of the Negroes in this State.
We are desirous of securing from you the number of ministers, churches, and members of the North Carolina Conference of the A. M. E. Church. We are enclosing Information that we have been able to secure on the Western Conference. We would appreciate securing your suggestions or reactions to the material that we have already been able to secure.
We will make available to you copies of this study on its completion.
Sincerely,
R. Larkins
Consultant on Negro Work
JRL:fhe
Enclosure",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1176,1176,1177.jp2,/adamsea/image/1177.jp2
"Eugene Avery Adams papers, 1892-1968, folder 32; June 13-August 11, 1955","Adams, E.A. (Eugene Avery), 1886-1958",,1 folder,1955,"Manuscripts Annex, letter size papers, 12 December 1892 to 31 May 1968 and n.d. (folders 1-97)","Adams, E. A. (Eugene Avery), 1886-1958--Correspondence; African American Methodists--History; African Methodist Episcopal Church--South Carolina--Clergy; Columbia (S.C.)--Social conditions; South Carolina--Social conditions;",,"Eugene Avery Adams papers, 1892-1968",https://digital.library.sc.edu/collections/eugene-avery-adams-papers-1892-1968/,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",Civil Rights Era (1955-1969),,English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF",2016-03,Still Image;Text,image/jpeg,Articles;Church bulletins;Correspondence;Financial records;Letters;Lists;Manuscripts;Programs;Church records;Writings;Administrative records,,,Sarah Moore;Becky Thompson,,,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1177,1177,1178.cpd,/adamsea/supp/1177/index.pdf
"Letter, 1962 March 23, Rev. L. E. Crumlin to co-worker of Allen University asking for a financial contribution to help support students",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea82-01,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1178,1178,1179.jp2,/adamsea/image/1179.jp2
"Bulletin, 1962 March 25,  Mount Pisgah A.M.E. Church Service Bulletin, front cover",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Church bulletins;Church records,adamsea82-02,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1179,1179,1180.jp2,/adamsea/image/1180.jp2
"Bulletin, 1962 March 25,  Mount Pisgah A.M.E. Church Service Bulletin, page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea82-03,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1180,1180,1181.jp2,/adamsea/image/1181.jp2
"Bulletin, 1962 March 25,  Mount Pisgah A.M.E. Church Service Bulletin, page3",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea82-04,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1181,1181,1182.jp2,/adamsea/image/1182.jp2
"Bulletin, 1962 March 25,  Mount Pisgah A.M.E. Church Service Bulletin, page 4",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea82-05,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1182,1182,1183.jp2,/adamsea/image/1183.jp2
"Flier, 1962 March, Possible insert from the Church Bulletin of Mount Pisgah A. M. E. Church",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Fliers;Church records,adamsea82-06,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1183,1183,1184.jp2,/adamsea/image/1184.jp2
"Letter, 1962 March 26, J. Obert Kempson Chief Chaplain of the South Carolina State Hospital to Fellow pastor about a questionnaire",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea82-07,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1184,1184,1185.jp2,/adamsea/image/1185.jp2
"Memorandum, 1962 March 27, H. E. Wright of Allen University to Members of the Faculty and Staff about upcoming meetings",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Memorandums;Correspondence,adamsea82-08,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1185,1185,1186.jp2,/adamsea/image/1186.jp2
"Letter, 1962 March 29, John A. Chase of the Housing Authority of the City of Columbia to Members of the """"Citizens' Advisory Committee"""" about an update",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea82-09,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1186,1186,1187.jp2,/adamsea/image/1187.jp2
"Invitation, 1962 April 6, Invitation to the Allen University's Annual Barbecue",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Invitations;Social functions,adamsea82-10,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1187,1187,1188.jp2,/adamsea/image/1188.jp2
"Invitation, 1962 May 3, Invitation to a banquet in the honor of the 1962 Graduating Class of the Dickerson Literacy Society of Allen University",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Invitations;Social functions,adamsea82-11,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1188,1188,1189.jp2,/adamsea/image/1189.jp2
"Invitation, 1962 May 10, Invitation to the Art Exhibit of the Columbia Alumnae Chapter Delta Sigma Theta Sorority Incorporated",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Invitations;Social functions,adamsea82-12,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1189,1189,1190.jp2,/adamsea/image/1190.jp2
"Letter, 1962 May 14, Rev. L. L. Farmer to Dr. Adams that Dr. J. C. Quarles died",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea82-13,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1190,1190,1191.jp2,/adamsea/image/1191.jp2
"Letter, 1962 May 14, Marshall I. Pickens of the Duke Endowment to the Chairmen of the Governing Boards and Chiefs of Staff about a tabulation about hospitals",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea82-14,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1191,1191,1192.jp2,/adamsea/image/1192.jp2
"Eugene Avery Adams papers, 1892-1968, folder 82; March 23-May 14, 1962","Adams, E. A. (Eugene Avery), 1886-1958",,1 folder,1962,"Manuscripts Annex, letter size papers, 12 December 1892 to 31 May 1968 and n.d. (folders 1-97)","Adams, E. A. (Eugene Avery), 1886-1958--Correspondence; African American Methodists--History; Allen University--Records and correspondence;",,"Eugene Avery Adams papers, 1892-1968",https://digital.library.sc.edu/collections/eugene-avery-adams-papers-1892-1968/,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",Civil Rights Era (1955-1969),,English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF",2016-03,Still Image; Text,image/jpeg,Manuscripts;Letters;Correspondence;Church bulletins;Church records;Fliers;Memorandums;Invitations;Social functions,,,Sarah Moore;Becky Thompson,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1192,1192,1193.cpd,/adamsea/supp/1192/index.pdf
"List, no date, Bureau of History and Research African Methodist Episcopal Church list of charges, pastors, and addresses for the South Savannah District",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-01,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1210,1210,1211.jp2,/adamsea/image/1211.jp2
"List, no date, Bureau of History and Research African Methodist Episcopal Church list of charges, pastors, and addresses, for the Bainbridge District",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-02,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1211,1211,1212.jp2,/adamsea/image/1212.jp2
"List, no date, Bureau of History and Research African Methodist Episcopal Church list of charges, pastors, and addresses, for the North Nashville/ Clarkesville",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-03,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1212,1212,1213.jp2,/adamsea/image/1213.jp2
"List, no date, Bureau of History and Research African Methodist Episcopal Church list of charges, pastors, and addresses for the Paris-Jackson District",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-04,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1213,1213,1214.jp2,/adamsea/image/1214.jp2
"List, no date, Bureau of History and Research African Methodist Episcopal Church list of charges, pastors, and addresses, for the Albany District",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-05,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1214,1214,1215.jp2,/adamsea/image/1215.jp2
"List, no date, Bureau of History and Research African Methodist Episcopal Church list of charges, pastors, and addresses, page 6",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-06,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1215,1215,1216.jp2,/adamsea/image/1216.jp2
"List, no date, List of names and address on a sheet of page with letter head of the Detroit District Michigan Annual Conference",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-07,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1216,1216,1217.jp2,/adamsea/image/1217.jp2
"Flier, no date, a political flier for votes for Adams",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Fliers;Advertisements,adamsea88-08,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1217,1217,1218.jp2,/adamsea/image/1218.jp2
"List, no date, a list of names of pastors and laymen  with addresses",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Church records,adamsea88-09,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1218,1218,1219.jp2,/adamsea/image/1219.jp2
"Program, no date, Program entitled Missionary Work is Fulltime Job, front cover",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Programs;Church records,adamsea88-10,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1219,1219,1220.jp2,/adamsea/image/1220.jp2
"Program, no date, Program entitled Missionary Work is Fulltime Job, page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea88-11,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1220,1220,1221.jp2,/adamsea/image/1221.jp2
