Subset Index,Original Index,Title,Creator,Contributors,Date,Approximate Date,Source,Subject,Local Subject,S.C. County,Description,Extent,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Cleaned Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Year
151,4214,"Semi-formal dance invitation, May 2, 1947, Page 3",,"McCray, John Henry, 1910-1987",17288,,Manuscripts; Accession 11294.,Civil Rights,,,"An invitation to a semi-formal dance held by the Phi Beta Fraternity, Inc. and Zeta Phi Beta Sorority, Inc. on May 2, 1947.",1 item ; Page 3 of 3,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-01,Text,image/jpeg,Documents (object genre),mccrayjh04-29-113,,Joshua Schutzenhofer,"Our Cause Speeds On

The founders of our wonderous band,
In numbers, though were three;
Taught ideals high, which soon became,
A part of every Phi.
Said they, “Our cause let us make heard,
Oh, Brother don’t dismay,
Faint not, fight on, for in this wise,
Our cause speeds on its way.”

From western plains to eastern hills
There comes a shout of praise,
A shout which tells of victory,
Bids Beta Sigma raise,
A shout which swells to loud hurrahs
And to us seems to say:
“Fear not, fight on, for our cause speeds
Nobly on its way.”

March on, march on, ye mighty host,
Nor think the journey done;
Nor of future deeds to boast,
Till we’ve the victory won.
Then when we hear, from time to time,
Sigma, what of the day?
We’ll thunder back along the line;
Our cause speeds on its way.


Zeta Phi Beta National Hymn

With fervent hearts we pray
For you, Zeta, each day,
You’ve always stood for right,
Rather than for the might;
We’ll love you ever,
Forsake you never,
When Zeta calls, we’ll answer one and all.

Zeta Phi Beta,
We love you so,
Your very name sets our hearts aglow,
You’re brave, and you will see
That Zeta Phi Beta means victory.",,44515,44515,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5517,5517,6127.jp2,/p17173coll38/image/6127.jp2,1947
153,4273,"National Dawson Day, A Tribute to a National Leader, William L. Dawson, October 29, 1950, Page 3",,,18565,,Manuscripts; Accession 11294.,Politics,,,"A program for National Dawson Day, a tribute to a national leader, William L. Dawson on October 29, 1950.",1 item ; Page 3 of 6,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Chicago, Cook County, DuPage County, Illinois, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-12,Text,image/jpeg,Documents (object genre),mccrayjh04-28-003,,Joshua Schutzenhofer,"WILLIAM LEVI DAWSON

Member of Congress, First Congressional District of Illinois
Chairman, House Committee on Expenditures in the Executive Departments
Vice Chairman, Democratic National Committee
Executive Secretary, Democratic Congressional Committee",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5578,5578,6188.jp2,/p17173coll38/image/6188.jp2,1950
155,4504,"Letter from Ernest A. Finney, May 24, 1948",,"McCray, John Henry, 1910-1987",17676,,Manuscripts; Accession 11294.,Claflin University,,,"A letter from Ernest A. Finney sent on May 24, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-01,Text,image/jpeg,Documents (object genre),mccrayjh04-37-001,,Joshua Schutzenhofer,"CLAFLIN UNIVERSITY
J. J. Seabrook, President
ORANGEBURG, SOUTH CAROLINA

OFFICE OF THE DEAN

May 24, 1948

The Lighthouse and Informer
1022 Washington Street
Columbia, South Carolina

Dear Sir,

On April 12 we sent you an attached announcement for our summer school. We requested that this announcement run for five weeks— full month of May
and one week in June. In view of the fact that it has not appeared, we would like for it to begin as quickly as possible and would like for you to bill the college.

We are also enclosing an announcement of our commencement activities which you will please include with this issue.

Very truly yours,
Ernest A. Finney
Dean",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5846,5846,6456.jp2,/p17173coll38/image/6456.jp2,1948
156,4842,"Letter to Mr. John H. McCray from John H. Wrighten, October 10, 1946",,"McCray, John Henry, 1910-1987",17085,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. John H. McCray from John H. Wrighten sent on October 10, 1946.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-40-001,,Joshua Schutzenhofer,"S.C. State College
Orangeburg, S.C.
October 10, 1946

Mr. John H. McCray
1022 Washington St.
Columbia, S.C.

Dear Sir,

A committee from the N.C. Nix Veterans Post was in Columbia to see you on Tuesday; to our regret we did not find you in. We should like to tell you of an incident that happened here to us as veterans at S.C. State.

Please let us know when it will be possible for you to hear this. We are very eager for you to hear this because we think that you can help us out. Please let me know in return mail when it will be possible to see you on this matter.

John H. Wrighten",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6215,6215,6825.jp2,/p17173coll38/image/6825.jp2,1946
157,4843,"Letter to Mr. O. E. McKaine from M. F. Whittaker, December 9, 1946",,"McCray, John Henry, 1910-1987",17145,,Manuscripts; Accession 11294.,State Agricultural and Mechanical College,,,"A letter to Mr. O. E. McKaine from M. F. Whittaker sent on December 9, 1946.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-40-002,,Joshua Schutzenhofer,"State Agricultural and Mechanical College
Orangeburg, S.C.

OFFICE OF THE PRESIDENT

December 9, 1946

Mr. O. E. McKaine
1020 Washington Street
Columbia, South Carolina

Dear Mr. McKaine,

I am glad that you liked the recent copy of our Study Commission Bulletin. We thank you for the pleasing comment which you gave it in your column of The Journal and Guide.

With kind regards, I am
Yours very truly,
M. F. Whittaker, President",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6216,6216,6826.jp2,/p17173coll38/image/6826.jp2,1946
158,4859,"Letter to Mr. John H. McCray from E. A. Parker, May 22, 1950",,"McCray, John Henry, 1910-1987",18404,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. John H. McCray from E. A. Parker sent on May 22, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-003,,Joshua Schutzenhofer,"E. A. PARKER
ATTORNEY AT LAW
20 1-2 West Liberty Street
P. O. Box 947
Sumter, S.C.

May 22, 1950

Mr. John H. McCray, Editor
Lighthouse & Informer
1507 Hardin Street
Columbia, S.C.

Dear Mr. McCray,

Please find enclosed check for $5.00. Kindly accept same to aid you in making up your defense fund.",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6238,6238,6848.jp2,/p17173coll38/image/6848.jp2,1950
162,4866,"Letter to John from J. C. Parler, May 24, 1950",,"McCray, John Henry, 1910-1987",18406,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to John from J. C. Parler sent on May 24, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-014,,Joshua Schutzenhofer,"WILKINSON HIGH SCHOOL
ORANGEBURG CITY SCHOOLS
OFFICE OF THE PRINCIPAL
ORANGEBURG, SOUTH CAROLINA

May 24, 1950

Dear John,

Please find attached the names of members of our staff who made a contribution to your defense fund, also one section of the eighth grade here at the Wilkinson High School, who has been very much interested in you and the work that you are doing for our group in the state.

The contribution thus follows:
Eighth Grade (Section I) – $10.55
Staff Members (on list) – $49.00
Total – $59.55

Money order for $57.55 and check for $2.00 are enclosed.

I hope that the contribution made by the teachers and students will help some in keeping your position where you can continue to fight for first-class citizenship.

Very truly yours,
J. C. Parler",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6249,6249,6859.jp2,/p17173coll38/image/6859.jp2,1950
166,4893,"Letter to Mr. Richard E. Fields from John H. McCray, February 17, 1950, Page 1",,"McCray, John Henry, 1910-1987",18311,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. Richard E. Fields from John H. McCray sent on February 17, 1950.",1 item ; Page 1 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Charleston, Charleston County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-057,,Joshua Schutzenhofer,"1507 Harden Street
February 17, 1950

Mr. Richard A. Fields
186 Coming Street
Charleston, South Carolina

Dear Mr. Fields,

Thanks very much for your letter of February 16, and that additional notation which follows our conversation of a few weeks ago. I am passing both along to Mr. Thurgood Marshall, who is in the process of shaping up the case, with a pertinent suggestion to him. I expect him to be in the state in the near future.

I agree with you the chances of winning at Greenwood appear impossible, yet if it could be so maneuvered that a motion for a directed verdict could be made, I have reasons to believe that such a motion would be cheerfully allowed. I am also of the opinion that the main emphasis at Greenwood should be groundwork for appeal, and that—if at all possible—a precedent as to the granting of changes of venue could be established.

It is my understanding that in criminal courts such changes are allowed to adjoining counties. In the case at hand, however, the prosecuting witness is the solicitor, whose influence covers all counties in the circuit—hardly foreseen by framers of present codes and statutes. I think you can follow my reasoning.

As to possibilities of compromise, nothing is as yet certain, but I understand certain powerful forces, of which I had no knowledge, have been exerting influence, a report on which I expect in the next few days.",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6292,6292,6902.jp2,/p17173coll38/image/6902.jp2,1950
167,4894,"Letter to Mr. Richard E. Fields from John H. McCray, February 17, 1950, Page 2",,"McCray, John Henry, 1910-1987",18311,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. Richard E. Fields from John H. McCray sent on February 17, 1950.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Charleston, Charleston County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-058,,Joshua Schutzenhofer,"Mr. Fields
Page 2
February 17, 1950

I certainly appreciate the time and effort you have given the case and ask, if it so pleases you, that you submit a bill covering such expense as you have incurred in this matter. Of course, I shall continue to depend upon you in this matter.

With kindest regards, I am
Sincerely yours,
John H. McCray",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6293,6293,6903.jp2,/p17173coll38/image/6903.jp2,1950
168,4908,"Letter to Mr. John McCray from Luther J. Burns, May 10, 1950",,"McCray, John Henry, 1910-1987",18392,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. John McCray from Luther J. Burns sent on May 10, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-074,,Joshua Schutzenhofer,"DIAL 2-1886
L. T. PURVIS, Pharmacist
PURVIS PHARMACY
N. E. Corner Coming and Morris Streets
Charleston 15, S. C.

May 10, 1950

Mr. John McCray
Columbia, S.C.

Dear John,

I am sorry to hear of the predicament in which you find yourself. I feel that if anyone deserves help, it is you. Your services to the Negro of South Carolina cannot be measured in dollars and cents.

At a great sacrifice to me, I am making this contribution of fifty dollars with the hope that you will win out in this case. I am sending this direct to you because I do not want any publicity. This is strictly between you and me.

Hoping you all the success in this matter.

Yours friendly,",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6309,6309,6919.jp2,/p17173coll38/image/6919.jp2,1950
169,4909,"Letter to Mr. John H. McCray from D. Ireland Thomas, May 11, 1950",,"McCray, John Henry, 1910-1987",18393,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. John H. McCray from D. Ireland Thomas sent on May 11, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-075,,Joshua Schutzenhofer,"A link in the chain of
The BIJOU AMUSEMENT CO., of NASHVILLE, TENN.

THE LINCOLN THEATRE
Phone 24109
Charleston 12, South Carolina

May 11, 1950

Mr. John H. McCray
Columbia, S. C.

Dear Sir,

I am sending you $100.00. I have been sick, but I am getting better now. My deposits are with my wife and she will not sign for a greater amount, so I will have to let it go at that.

I sincerely hope that you will get out of it all right. I will write you when I get better.

Your friend,
D. Ireland Thomas",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6310,6310,6920.jp2,/p17173coll38/image/6920.jp2,1950
173,4921,"Letter to a friend from Ross Stafford, May 14, 1950",,"McCray, John Henry, 1910-1987",18396,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to a friend from Ross Stafford sent on May 14, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-090,,Joshua Schutzenhofer,"1507 Harden Street
Columbia, S. C.

Rte. 1, Box 247
Georgetown, S. C.

May 14th, 1950

My dear friend,

I received your letter, but it was too late to get this money to you Monday the 14th. But I hope you will make everything all right. So here is thirty dollars my people and I are sending to you. I hope you will have good luck.

From your friend,
Ross Stafford",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6325,6325,6935.jp2,/p17173coll38/image/6935.jp2,1950
174,4924,"Letter to Mrs. Harriet G. Liverman from James O. Myers, May 16, 1950",,"McCray, John Henry, 1910-1987",18398,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mrs. Harriet G. Liverman from James O. Myers sent on May 16, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry, Newberry County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-097,,Joshua Schutzenhofer,"A-56 Drayton Street
Newberry, South Carolina

May 16, 1950

Mrs. Harriet G. Liverman
1507 Harden St.
Columbia 4, S.C.

Dear Madam,

A few days ago I heard that Mr. John H. McCray was asking for contributions from the teachers of South Carolina to be applied to a special fund for the purpose of securing an attorney, or rather the services of an attorney.

Enclosed you will find my personal check in the amount of twenty-five dollars ($25.00) to be applied to that fund.

Wishing for him VICTORY.",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6332,6332,6942.jp2,/p17173coll38/image/6942.jp2,1950
176,4930,"Letter to Mrs. Harriet G. Liverman from Mr. & Mrs. E. P. Myers, May 18, 1950",,"McCray, John Henry, 1910-1987",18400,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mrs. Harriet G. Liverman from John H. McCray sent on May 18, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-46-109,,Joshua Schutzenhofer,"Post Office Box 292
Georgetown, South Carolina

May 18, 1950

Mrs. Harriett G. Liverman
1507 Harden Street
Columbia, South Carolina

Dear Mrs. Liverman,

In answer to the appeal made by Mr. A. J. Clement, Jr., and others in regard to Mr. John McCray, we enclose five ($5.00) dollars, which we hope will be of a little help.

Yours truly,
Mr. & Mrs. E. P. Myers
Owner & Manager of Myers News Stand
Post Office Box 292
Georgetown, South Carolina",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6344,6344,6954.jp2,/p17173coll38/image/6954.jp2,1950
183,5004,"Letter to a dear friend from John H. McCray, June 15, 1950",,"McCray, John Henry, 1910-1987",18428,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to a dear friend from John H. McCray sent on June 15, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-45-025,,Joshua Schutzenhofer,"1507 Harden Street
Columbia, South Carolina
June 15, 1950

My dear friend,

A few weeks ago I mailed several letters to my friends asking assistance in helping me to raise the necessary funds to finance the Greenwood case, which is scheduled to come to trial on June 21. Many have responded, and generously, for which I am extremely grateful.

In a final effort to complete this fund before the trial, I am asking that you kindly send whatever funds you may have to this office by June 19.

Thanking you for your kind consideration and co-operation, I remain

Sincerely yours,",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6453,6453,7063.jp2,/p17173coll38/image/7063.jp2,1950
184,5009,"Letter to Mr. McCray from L. M. Green, June 24, 1950, Page 2",,"McCray, John Henry, 1910-1987",18437,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. McCray from L. M. Green sent on June 24, 1950.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Lake City, Florence County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-45-041,,Joshua Schutzenhofer,"Page 2

May God’s blessings go with you and ever keep you strong and able to carry this program. This is a Community Authorized letter. We want you to publish this letter on your front page.

Yours very truly,

P.S. This check is for $253.00. We have already mailed $325.00 and $6.00, and this won’t be the last one.",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6469,6469,7079.jp2,/p17173coll38/image/7079.jp2,1950
185,5010,"In the Court of General Sessions, June 19, 1950",,"McCray, John Henry, 1910-1987",18432,,Manuscripts; Accession 11294.,Civil Rights,,,"A document about John H. McCray appearing at the Court of General Sessions on June 19, 1950 and pled guilty to a charge of criminal libel.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-45-042,,Joshua Schutzenhofer,"STATE OF SOUTH CAROLINA
COUNTY OF NEWBERRY
IN THE COURT OF GENERAL SESSIONS

On June 19, 1950, John McCray, editor of The Lighthouse and Informer, appeared at the Court of General Sessions, Newberry, South Carolina, and pled guilty to a charge against him of criminal libel that had been preferred by the Grand Jury of Greenwood County, and was given the following sentence:",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6470,6470,7080.jp2,/p17173coll38/image/7080.jp2,1950
187,5023,"Letter to Mr. John McCray from Mrs. Johnnie M. Robinson, July 10, 1950",,"McCray, John Henry, 1910-1987",18453,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. John H. McCray from Mrs. Johnnie M. Robinson sent on July 10, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-45-065,,Joshua Schutzenhofer,"The Colored Funeral Directors & Embalmers Association of South Carolina
P. O. Box 565
Rock Hill, S.C.

July 10th, 1950

Mr. John McCray
Columbia, S.C.

Dear Sir,

Inclosed find check in the amount of $25.00 from the S. C. Colored Funeral Directors and Embalmers Association.

Very truly,
(Mrs.) Johnie M. Robinson, Sec.",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6493,6493,7103.jp2,/p17173coll38/image/7103.jp2,1950
189,5037,"Letter to Mr. John McCray from Jack Greenburg, August 10, 1950, Page 1",,"McCray, John Henry, 1910-1987",18484,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to Mr. John McCray from Jack Greenburg sent on August 10, 1950.",1 item ; Page 1 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh04-47-002,,Joshua Schutzenhofer,"N.A.A.C.P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.
20 West 40th Street
New York 18, N.Y.
Longacre 3-6890

August 10, 1950

Mr. John McCray
Lighthouse and Informer
1022 Washington Street
Columbia, S.C.

Dear John,

Thank you very much for your thank-you card. May I say that I am genuinely sorry that there was not more that I could do.

Sincerely yours,
Jack Greenburg
Assistant Special Counsel

Contributions are deductible for U.S. Income Tax purposes",,44516,44516,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6523,6523,7133.jp2,/p17173coll38/image/7133.jp2,1950
