"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Young women in living room","","","","","Manuscripts; Accession 11294.","African American women;African American girls","","","A group of three women sitting on the ground in front of a couch with six women sitting on it.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-014","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19431",19431.0,"23542.jp2","/p17173coll38/image/23542.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A woman and a man","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A woman and man with his arm around her.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-015","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19432",19432.0,"23543.jp2","/p17173coll38/image/23543.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Portrait of a baby","","","","","Manuscripts; Accession 11294.","Babies","","","Photograph of a baby.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-016","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19433",19433.0,"23544.jp2","/p17173coll38/image/23544.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Portrait of a baby, view 2","","","","","Manuscripts; Accession 11294.","Babies","","","A second photograph of a baby.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-017","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19434",19434.0,"23545.jp2","/p17173coll38/image/23545.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man smoking and a woman standing","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A man smoking a cigarette sitting next to a plant and a woman wearing eyeglasses standing behind him.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-018","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19435",19435.0,"23546.jp2","/p17173coll38/image/23546.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Children with balloons","","","","","Manuscripts; Accession 11294.","African American children","","","A little boy with a balloon standing outside.  In the background is another child with a balloon.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-019","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19436",19436.0,"23547.jp2","/p17173coll38/image/23547.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Women sitting in the kitchen","","","","","Manuscripts; Accession 11294.","Women","","","A group of four woman sitting at a table in a kitchen.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-020","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19437",19437.0,"23548.jp2","/p17173coll38/image/23548.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Collage of three portraits","","","","","Manuscripts; Accession 11294.","People","","","A collage of three portraits.  The first is of a boy standing outside; the second is of a woman sitting in the grass; the third is a girl standing outside.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-021","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19438",19438.0,"23549.jp2","/p17173coll38/image/23549.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Group outside","","","","","Manuscripts; Accession 11294.","People","","","A group of people standing or sitting in the grass.  Cars are in the background.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-022","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19439",19439.0,"23550.jp2","/p17173coll38/image/23550.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man and woman sitting in a living room","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A man and a woman sitting in chairs in a living room.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-023","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19440",19440.0,"23551.jp2","/p17173coll38/image/23551.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A group sitting at a counter in a diner","","","","","Manuscripts; Accession 11294.","People;Diners","","","Three people sitting on stools along the counter at a diner.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-024","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19441",19441.0,"23552.jp2","/p17173coll38/image/23552.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A woman and man on a couch","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A woman with a bottle and a man sitting on a couch.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-025","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19442",19442.0,"23553.jp2","/p17173coll38/image/23553.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Children with a car","","","","","Manuscripts; Accession 11294.","African American children","","","Two children outside. One sitting on the hood of a car, the other standing in front of it.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-026","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19443",19443.0,"23554.jp2","/p17173coll38/image/23554.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A person on the edge of a hill","","","","","Manuscripts; Accession 11294.","People;Beaches","","","A person standing on the edge of a hill looking out at the ocean.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-027","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19444",19444.0,"23555.jp2","/p17173coll38/image/23555.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man sitting and a woman standing","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","An older man sitting on a bench with one leg over the arm of the seat.  A woman is standing behind him wearing eyeglasses.  The headlight of a car is on the right and a brick building is behind them.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-028","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19445",19445.0,"23556.jp2","/p17173coll38/image/23556.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man standing between women","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A man standing between two women.  The man is wearing a suit and eyeglasses, and the two women are wearing dresses and corsages.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-029","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19446",19446.0,"23557.jp2","/p17173coll38/image/23557.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man and woman on a wicker bench","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A man and woman sitting on a wicker bench.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-030","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19447",19447.0,"23558.jp2","/p17173coll38/image/23558.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A group standing outside on steps","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A group of three women and two men standing outside on the steps of a building.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-031","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19448",19448.0,"23559.jp2","/p17173coll38/image/23559.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A group sitting on a couch","","","","","Manuscripts; Accession 11294.","People","","","A group of six people sitting together on a couch.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-032","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19449",19449.0,"23560.jp2","/p17173coll38/image/23560.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Men around a car","","","","","Manuscripts; Accession 11294.","African American men;African American boys","","","Two men in a car with the door open in front of a motel.  Another man and a boy standing outside of the car.  A U-Haul trainer is behind the car.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-033","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19450",19450.0,"23561.jp2","/p17173coll38/image/23561.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man and woman sitting in the grass","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A man and a woman sitting in the grass in front of a building.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-034","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19451",19451.0,"23562.jp2","/p17173coll38/image/23562.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man with a stack of newspapers","","","","","Manuscripts; Accession 11294.","African American men;African American newspapers","","","A man with a stack of Afro-American newspapers standing next to a car.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-035","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19452",19452.0,"23563.jp2","/p17173coll38/image/23563.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man sitting with his arms around women","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A man sitting with his arms around two women on a couch.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-036","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19453",19453.0,"23564.jp2","/p17173coll38/image/23564.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A car in front of a house","","","","","Manuscripts; Accession 11294.","Vehicles","","","A car parked on the street in front of a house.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-037","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19454",19454.0,"23565.jp2","/p17173coll38/image/23565.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Young man lighting another man's cigarette","","","","","Manuscripts; Accession 11294.","Men","","","A man with eyeglasses having his cigarette lit by a young man.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-038","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19455",19455.0,"23566.jp2","/p17173coll38/image/23566.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Men on a construction building","","","","","Manuscripts; Accession 11294.","Men;Construction","","","A group of twelve men standing or squatting on the top of a construction building.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-039","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19456",19456.0,"23567.jp2","/p17173coll38/image/23567.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Portrait of a baby","","","","","Manuscripts; Accession 11294.","Babies","","","Portrait of a baby laying on its back.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-040","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19457",19457.0,"23568.jp2","/p17173coll38/image/23568.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Houses and lumber","","","","","Manuscripts; Accession 11294.","Single story houses","","","A photograph of several wooden houses and piles of lumber.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-041","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19458",19458.0,"23569.jp2","/p17173coll38/image/23569.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A man speaking and a woman sitting","","","","","Manuscripts; Accession 11294.","African American men;African American women;Speeches","","","A man speaking at a podium and a woman sitting at a table beside him.  Another man is in the background.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-042","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19459",19459.0,"23570.jp2","/p17173coll38/image/23570.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Photograph of a motel","","","","","Manuscripts; Accession 11294.","Motels;Vehicles","","","Photograph of what looks like a motel, two cars nearby.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc11-043","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19460",19460.0,"23571.jp2","/p17173coll38/image/23571.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Men and a woman sitting in pews","","","","","","Men;African American men;African American women;African American boys","","","A group of seven men, one woman, and one boy sitting in various pew rows. The man on the far right is I. D. Newman; in center w/ithglasses is Dr. B. J. Glover; behind Newman is J. Arthur Brown; the man on the far left with eyeglasses is Rev. James Hall, Greenville, South Carolina.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-001","Information in the description from a separate sheet of paper included with the originial photograph.","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19462",19462.0,"23573.jp2","/p17173coll38/image/23573.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
