"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"John Henry McCray Papers, Box 8, Folder 50, Photographic Notes","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 50, Photographic Notes","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Documents (object genre);Notes (documents)","","","Sarah Moore; Rhea M. Ray","","2022-08-12","2022-08-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19119",19119.0,"22954.cpd","/p17173coll38/image/22954.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 48, Photographs, Persons","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 48, Photographs, Persons","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-03 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-16","2022-08-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19142",19142.0,"22977.cpd","/p17173coll38/image/22977.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 49, Photographs, Persons","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 49, Photographs, Persons","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-16","2022-08-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19154",19154.0,"22989.cpd","/p17173coll38/image/22989.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 47, Photographs, Persons","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 47, Photographs, Persons","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-05-10 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-18","2022-08-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19191",19191.0,"23026.cpd","/p17173coll38/image/23026.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 43, Photographs, Nursing, Red Cross","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 43, Photographs, Nursing, Red Cross","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-05-15 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-18","2022-08-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19211",19211.0,"23046.cpd","/p17173coll38/image/23046.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 46, Photographs, Persons","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 46, Photographs, Persons","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-05-05 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-18","2022-08-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19252",19252.0,"23087.cpd","/p17173coll38/image/23087.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 44, Photographs, Persons","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","People","","","John Henry McCray Papers, Box 8, Folder 44, Photographs, Persons","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-05-10 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-18","2022-08-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19278",19278.0,"23113.cpd","/p17173coll38/image/23113.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 45, Photographs, Persons","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 45, Photographs, Persons","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-05-05 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-18","2022-08-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19296",19296.0,"23131.cpd","/p17173coll38/image/23131.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 40, Photographs, Morris College","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Morris College (Sumter, S.C.)","","","John Henry McCray Papers, Box 8, Folder 40, Photographs, Morris College","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-04-10 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19306",19306.0,"23141.cpd","/p17173coll38/image/23141.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 41, Photographs, NAACP","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","National Association for the Advancement of Colored People","","","John Henry McCray Papers, Box 8, Folder 41, Photographs, NAACP","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-05-15 00:00:00","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19321",19321.0,"23225.cpd","/p17173coll38/image/23225.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 42, Photographs","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 42, Photographs, not taken in South Carolina.","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19333",19333.0,"23237.cpd","/p17173coll38/image/23237.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 8, Folder 8, Photographs, Allen University 2","McCray, John Henry, 1910-1987","","","","Manuscripts Annex, Letter size papers, 1932 to 1960 (folders 1-44)","McCray, John Henry, 1910-1987;Pictoral works","","","Folder of photographs centered on education; 1 folder of photographs","","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","600ppi, 24-bit depth color24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF","2017-03-29 00:00:00","Still Image","image/jpeg","Images","mccrayjhphoto-education 2","","Sarah Moore","","2022-09-21","2022-09-21","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19350",19350.0,"23254.cpd","/p17173coll38/image/23254.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 8, Folder 7, Photographs, Allen University 1","McCray, John Henry, 1910-1987","","","","Manuscripts Annex, Letter size papers, 1932 to 1960 (folders 1-44)","McCray, John Henry, 1910-1987;Pictoral works","","","Folder of photographs related to Allen University; 1 folder of photographs","","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","600ppi, 24-bit depth color24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF","2017-03-29 00:00:00","Still Image","image/jpeg","Images","mccrayjhphoto-Allen_University_1","","Sarah Moore","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19376",19376.0,"23280.cpd","/p17173coll38/image/23280.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 8, Folder 9, Photographs, Allen University 3","McCray, John Henry, 1910-1987","","","","Manuscripts Annex, Letter size papers, 1932 to 1960 (folders 1-44)","McCray, John Henry, 1910-1987;Pictoral works","","","Folder of photographs centered on Allan University","1 folder of photographs","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","600ppi, 24-bit depth color24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF","2017-04-10 00:00:00","Still Image","image/jpeg","Images","","","Sarah Moore","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19391",19391.0,"23364.cpd","/p17173coll38/image/23364.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 39, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 39, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19404",19404.0,"23446.cpd","/p17173coll38/image/23446.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 8, Folder 10, Photographs, Allen University 4","McCray, John Henry, 1910-1987","","","","Manuscripts Annex, Letter size papers, 1932 to 1960 (folders 1-44)","McCray, John Henry, 1910-1987;Pictoral works","","","Folder of photographs centered on Allan University","1 folder of photographs","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","600ppi, 24-bit depth color24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF","2017-04-10 00:00:00","Still Image","image/jpeg","Images","","","Sarah Moore","","2022-08-19","2022-08-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19417",19417.0,"23528.cpd","/p17173coll38/image/23528.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 38, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 8, Folder 38, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19461",19461.0,"23572.cpd","/p17173coll38/image/23572.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 36, Photographs, Misc9","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 36, Photographs, Misc9","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19473",19473.0,"23584.cpd","/p17173coll38/image/23584.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 37, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 37, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19520",19520.0,"23700.cpd","/p17173coll38/image/23700.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 31, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 34, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19534",19534.0,"23714.cpd","/p17173coll38/image/23714.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 33, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 33, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19545",19545.0,"23725.cpd","/p17173coll38/image/23725.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 8, Folder 11, Photographs, Allen University 4a","McCray, John Henry, 1910-1987","","","","Manuscripts Annex, Letter size papers, 1932 to 1960 (folders 1-44)","McCray, John Henry, 1910-1987;Pictoral works","","","Folder of photographs centered on Allan University","1 folder of photographs","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","600ppi, 24-bit depth color24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF","2017-04-10 00:00:00","Still Image","image/jpeg","Images","","","Sarah Moore","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19552",19552.0,"23801.cpd","/p17173coll38/image/23801.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 34, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 34, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19566",19566.0,"23815.cpd","/p17173coll38/image/23815.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 30, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 30, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19578",19578.0,"23827.cpd","/p17173coll38/image/23827.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 32, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 32, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19586",19586.0,"23835.cpd","/p17173coll38/image/23835.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 35, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 35, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-24","2022-08-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19599",19599.0,"23848.cpd","/p17173coll38/image/23848.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 29, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 29, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-25","2022-08-25","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19609",19609.0,"23927.cpd","/p17173coll38/image/23927.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 27, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 27, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-31","2022-08-31","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19625",19625.0,"23943.cpd","/p17173coll38/image/23943.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 8, Folder 28, Photographs, Miscellaneous","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Miscellaneous","","","John Henry McCray Papers, Box 8, Folder 28, Photographs, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","","","Sarah Moore; Rhea M. Ray","","2022-08-31","2022-08-31","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19637",19637.0,"24024.cpd","/p17173coll38/image/24024.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
